epoch,train_loss,valid_loss,accuracy,time
0,0.11803682148456573,1.002907633781433,0.7315000295639038,00:14
1,0.11938732862472534,1.036525845527649,0.7429999709129333,00:14
2,0.09665816277265549,1.0360918045043945,0.7400000095367432,00:13
