epoch,train_loss,valid_loss,accuracy,time
0,0.0,0.0,0.375,00:15
0,0.0,0.0,0.375,00:15
0,0.0,0.0,0.375,00:17
0,0.0,0.0,0.375,00:17
0,0.0,0.0,0.375,00:17,00:17
1,1.3887525796890259,1.3260828256607056,0.5205000042915344,00:30
