epoch,train_loss,valid_loss,accuracy,time
0,0.1335056573152542,0.07656775414943695,0.9764999747276306,00:38
1,0.103365957736969,0.05602360889315605,0.9835000038146973,00:39
2,0.09993245452642441,0.05860084667801857,0.9819999933242798,00:43
