epoch,train_loss,valid_loss,accuracy,time
0,0.09203837066888809,0.07335413247346878,0.9787999987602234,00:44
1,0.10074909776449203,0.05574450641870499,0.9836999773979187,00:36
2,0.07148104906082153,0.04684368148446083,0.9872999787330627,00:42
