epoch,train_loss,valid_loss,accuracy,time
0,0.10740579664707184,1.7926105260849,0.5511999726295471,00:05
1,0.11588745564222336,1.9165971279144287,0.5383999943733215,00:05
2,0.10963630676269531,1.9103342294692993,0.5532000064849854,00:05
